,fe,subject,pval,pval_orig,network,pval_LLM_sig,pval_LLM_sig_orig
0,-lt,018,1.0,0.12086523056628418,language,0.398544155163009,0.053735183232304765
1,-lt,018,0.9753546975265126,0.01723749097248623,language,0.3458369222832244,0.02013273874661651
2,-lt,018,1.0,0.025232188816826494,language,0.41435046594353736,0.07868694599259073
3,-lt,018,0.5993728247349057,0.003443053776465472,language,0.33906200980062856,0.015790720365160077
4,-lt,018,1.0,0.27570005840362893,language,0.5231522362358721,0.27570005840362893
5,-lt,018,1.0,1.0,language,1.0,1.0
6,-lt,018,0.6255288376410408,0.005527500774442187,language,0.33906200980062856,0.01880332768302175
7,-lt,018,1.0,0.0710324571262446,language,0.44879776077248384,0.13814246244690592
8,-lt,018,1.0,1.0,language,1.0,1.0
9,-lt,018,0.5993728247349057,0.0013741718454597714,language,0.3389181370804772,0.012789975153732846
10,-lt,018,1.0,1.0,language,1.0,1.0
11,-lt,018,1.0,0.12727791556132667,language,0.4466072251598874,0.132206262528921
12,-lt,018,1.0,0.028919290626799026,language,0.3658776754700358,0.028919290626799026
13,-lt,018,1.0,1.0,language,1.0,1.0
14,-lt,018,1.0,0.0912931103591763,language,0.4197607686129765,0.09764436460658787
15,-lt,018,1.0,1.0,language,1.0,1.0
16,-lt,018,1.0,1.0,language,1.0,1.0
17,-lt,018,1.0,1.0,language,1.0,1.0
18,-lt,018,1.0,0.3208867796492432,language,0.5671479610551139,0.34246047722031914
19,-lt,018,1.0,0.5256859969583184,language,1.0,1.0
20,-lt,018,1.0,0.0436145803221756,language,0.4079878480428544,0.06650436898514474
21,-lt,018,1.0,0.2277204097518964,language,0.4976284794481745,0.2277204097518964
22,-lt,018,1.0,0.03774090001255066,language,0.38117853980082245,0.04148166753767337
23,-lt,018,1.0,0.02849472171357142,language,0.398544155163009,0.05528258417585035
24,-lt,018,1.0,1.0,language,1.0,1.0
25,-lt,018,1.0,0.03174122295480536,language,0.37088177172266185,0.03174122295480536
26,-lt,018,0.5993728247349057,0.0033110837914993086,language,0.3458369222832244,0.02204676975817144
27,-lt,018,1.0,1.0,language,1.0,1.0
28,-lt,018,1.0,0.10805501180357735,language,0.40270346560711295,0.0639866421947491
29,-lt,018,1.0,0.13801279473189526,language,0.42452194479869293,0.10753722313015492
30,-lt,018,1.0,0.40066644933868856,language,0.49377865301670193,0.21925517508768133
31,-lt,018,1.0,0.1773987436435897,language,0.44764353572652466,0.1365278439538326
32,-lt,018,1.0,0.9890300808785422,language,1.0,1.0
33,-lt,018,1.0,1.0,language,1.0,1.0
34,-lt,018,1.0,0.9852483028108352,language,1.0,1.0
35,-lt,018,1.0,0.1755517292735988,language,1.0,1.0
36,-lt,018,1.0,1.0,language,1.0,1.0
37,-lt,018,1.0,0.5736120158057187,language,0.41435046594353736,0.07912630339519752
38,-lt,018,1.0,0.20043640704419757,language,0.38117020931758994,0.03979165176257307
39,-lt,018,1.0,0.06298563953167348,language,0.40270346560711295,0.06375780341014814
40,-lt,018,1.0,0.2709432177633521,language,0.5185321150985872,0.2709432177633521
41,-lt,018,1.0,0.5943330047967057,language,1.0,1.0
42,-lt,018,0.9753546975265126,0.014625942441554378,language,0.33906200980062856,0.01681158139153346
43,-lt,018,1.0,0.07535206658168539,language,0.41435046594353736,0.07687122001872723
44,-lt,018,1.0,1.0,language,1.0,1.0
45,-lt,018,1.0,0.7449002632452084,language,1.0,1.0
46,-lt,018,1.0,0.7545392968844123,language,1.0,1.0
47,-lt,018,1.0,0.16903098354558332,language,0.42244734344964613,0.10333425018404863
48,-lt,018,1.0,0.9715328931119364,language,1.0,1.0
49,-lt,018,1.0,0.3050650583518496,language,1.0,1.0
50,-lt,018,0.6218267452265138,0.005036888216120509,language,0.13580172365684293,0.0002454732071298938
51,-lt,018,1.0,0.6654124239965589,language,0.529001352238307,0.2916477654120533
