,fe,subject,pval,pval_LLM_sig,pval_orig,shuffled,network
0,-lt,1,0.26432728833368996,0.0175263078514778,0.16309556088674487,shuffled,language
1,-lt,1,0.9800267743247769,1.0,0.8476126528789429,shuffled,language
2,-lt,1,0.05155664555658594,5.466441710443888e-08,0.01426034877097058,shuffled,language
3,-lt,1,0.0970840840031351,2.1746495285482164e-05,0.041235240592192086,shuffled,language
4,-lt,1,0.07764604082001193,0.04658762449200716,0.02973678159064287,shuffled,language
5,-lt,1,0.035420320267516646,1.0447058237125158e-06,0.006814284955483878,shuffled,language
6,-lt,1,0.5807782174612985,0.0009817981665438168,0.4448514006086542,shuffled,language
7,-lt,1,0.9998484948702722,1.0,0.9998484948702722,shuffled,language
8,-lt,1,0.013365662232652455,0.0017845739192424155,0.0019906305452886634,shuffled,language
9,-lt,1,0.0001301589343583162,1.304331488735317e-05,1.0252060807998068e-05,shuffled,language
10,-lt,1,0.11106153847606216,0.005785614553283676,0.049623240595687346,shuffled,language
11,-lt,1,0.20415242646331846,0.1978963145103565,0.10859171620389281,shuffled,language
12,-lt,1,0.9800267743247769,0.06597797224305074,0.9300573608407422,shuffled,language
13,-lt,1,0.05511110393686166,0.00036177655660028367,0.017588650192615424,shuffled,language
14,-lt,1,0.21987495796572565,0.006886955023060142,0.12163295547040143,shuffled,language
15,-lt,1,0.11721081550258457,0.0017081696469477183,0.054864637043762994,shuffled,language
16,-lt,1,0.4991768409991397,0.1534039370794665,0.35048586708450236,shuffled,language
17,-lt,1,0.5303345704015151,1.0,0.3836462849713088,shuffled,language
18,-lt,1,0.0001301589343583162,1.0447058237125158e-06,1.1272430624165068e-05,shuffled,language
19,-lt,1,0.9800267743247769,0.17080134127229654,0.9383235073322331,shuffled,language
20,-lt,1,0.7056971858616378,0.2571917656137879,0.570563682186005,shuffled,language
21,-lt,1,0.9308614914511045,0.025485354867359318,0.7724169822679379,shuffled,language
22,-lt,1,0.028899323048091122,0.00048407562556165113,0.0049190337103133825,shuffled,language
23,-lt,1,6.948426972654523e-05,5.466441710443888e-08,2.9567774351721376e-06,shuffled,language
24,-lt,1,0.005321893254902471,0.0014103766044820756,0.0006793906282854218,shuffled,language
25,-lt,1,0.0001301589343583162,1.3478544640836581e-05,1.3846695144501722e-05,shuffled,language
26,-lt,1,4.101927419648529e-06,1.0447058237125158e-06,8.72750514818836e-08,shuffled,language
