,fe,subject,pval,pval_LLM_sig,pval_orig,shuffled,network
0,-lt,0,0.9956995794803649,0.35562238725086265,0.9532610820963019,shuffled,language
1,-lt,0,0.9956995794803649,0.3834911208310012,0.9620693297447027,shuffled,language
2,-lt,0,0.9956995794803649,0.3366430735590006,0.9638685905639048,shuffled,language
3,-lt,0,0.9956995794803649,0.1756036157957006,0.992220996539923,shuffled,language
4,-lt,0,0.9956995794803649,0.3834911208310012,0.9211929822027582,shuffled,language
5,-lt,0,0.9956995794803649,0.4601173986086709,0.9956995794803649,shuffled,language
6,-lt,0,0.9956995794803649,1.0,0.7186311313958427,shuffled,language
7,-lt,0,0.9956995794803649,0.3366430735590006,0.9899577072374315,shuffled,language
8,-lt,0,0.9956995794803649,1.0,0.8762022559903527,shuffled,language
9,-lt,0,0.9956995794803649,0.3295557218791292,0.8807934483319427,shuffled,language
10,-lt,0,0.9956995794803649,0.5152191729119023,0.9774473518847744,shuffled,language
11,-lt,0,0.9956995794803649,1.0,0.10771133795612663,shuffled,language
12,-lt,1,0.9996683895103634,1.0,0.42453094206852443,shuffled,language
13,-lt,1,0.9996683895103634,1.0,0.8894711283153696,shuffled,language
14,-lt,1,0.9996683895103634,1.0,0.9306998053409771,shuffled,language
15,-lt,1,0.9996683895103634,1.0,0.9681861090570688,shuffled,language
16,-lt,1,0.9996683895103634,1.0,0.6256297716972055,shuffled,language
17,-lt,1,0.9996683895103634,1.0,0.17804623567135286,shuffled,language
18,-lt,1,0.9996683895103634,1.0,0.9610344963031661,shuffled,language
19,-lt,1,0.9996683895103634,1.0,0.9632806806117967,shuffled,language
20,-lt,1,0.9996683895103634,1.0,0.9996683895103634,shuffled,language
21,-lt,1,0.9996683895103634,1.0,0.6342881188387339,shuffled,language
22,-lt,1,0.9996683895103634,1.0,0.9959273156789348,shuffled,language
23,-lt,1,0.9996683895103634,1.0,0.9982786786571693,shuffled,language
24,-lt,2,0.9893979021500495,0.030016939231063116,0.8868856553685927,shuffled,language
25,-lt,2,0.9893979021500495,0.2673929818248297,0.8768827518588689,shuffled,language
26,-lt,2,0.9893979021500495,0.16388431475161172,0.13305656509667782,shuffled,language
27,-lt,2,0.9893979021500495,1.0,0.5608622128648523,shuffled,language
28,-lt,2,0.9893979021500495,1.0,0.5666639893821905,shuffled,language
29,-lt,2,0.9893979021500495,1.0,0.981259639741565,shuffled,language
30,-lt,2,0.9893979021500495,0.8420364126918957,0.9457902191432432,shuffled,language
31,-lt,2,0.9893979021500495,1.0,0.9291453017122331,shuffled,language
32,-lt,2,0.9893979021500495,0.16388431475161172,0.6832747004234939,shuffled,language
33,-lt,2,0.9893979021500495,0.013547175180136989,0.9893979021500495,shuffled,language
34,-lt,2,0.9893979021500495,0.41299560353548537,0.986623791321091,shuffled,language
35,-lt,2,0.9893979021500495,1.0,0.9461375742747893,shuffled,language
36,-lt,3,0.9892274843826928,1.0,0.9608606551033548,shuffled,language
37,-lt,3,0.9892274843826928,0.44811023097825475,0.9201855378403954,shuffled,language
38,-lt,3,0.7126510565778734,0.44811023097825475,0.05938758804815612,shuffled,language
39,-lt,3,0.9892274843826928,0.718408760035231,0.37184144087870197,shuffled,language
40,-lt,3,0.7817302248697011,1.0,0.13028837081161684,shuffled,language
41,-lt,3,0.9892274843826928,0.44811023097825475,0.700543177796817,shuffled,language
42,-lt,3,0.9892274843826928,0.5379675971344392,0.8287127797398774,shuffled,language
43,-lt,3,0.9892274843826928,0.44811023097825475,0.6610968499021712,shuffled,language
44,-lt,3,0.9892274843826928,0.44811023097825475,0.9402379613509244,shuffled,language
45,-lt,3,0.9892274843826928,0.44811023097825475,0.9044323648634727,shuffled,language
46,-lt,3,0.9892274843826928,1.0,0.6187797098748751,shuffled,language
47,-lt,3,0.9892274843826928,1.0,0.9892274843826928,shuffled,language
48,-lt,4,0.9957516754284476,1.0,0.9944287212632755,shuffled,language
49,-lt,4,0.9957516754284476,1.0,0.9957516754284476,shuffled,language
50,-lt,4,0.9957516754284476,1.0,0.6046936967451306,shuffled,language
51,-lt,4,0.9957516754284476,0.1549786568633309,0.9063962407854688,shuffled,language
52,-lt,4,0.9957516754284476,1.0,0.3990498932203647,shuffled,language
53,-lt,4,0.9957516754284476,0.9164018550032318,0.44024722423175655,shuffled,language
54,-lt,4,0.9957516754284476,1.0,0.9566095212730115,shuffled,language
55,-lt,4,0.9957516754284476,1.0,0.9875868230148108,shuffled,language
