,perf,Model,Shuffled,layer_num,Exp
807,0.026178999438789832,GPT2-XL-sp,,24,243
810,0.02533927719514149,GPT2-XL-sp,,25,243
813,0.025037805750629628,GPT2-XL-sp,,26,243
816,0.024538442870799034,GPT2-XL-sp,,27,243
819,0.024084479598337,GPT2-XL-sp,,28,243
822,0.02514978781608623,GPT2-XL-sp,,29,243
825,0.0243217657937238,GPT2-XL-sp,,30,243
828,0.023669165002269923,GPT2-XL-sp,,31,243
831,0.02301696253216691,GPT2-XL-sp,,32,243
834,0.02377246834832869,GPT2-XL-sp,,33,243
837,0.023924773246739837,GPT2-XL-sp,,34,243
840,0.023668563144787196,GPT2-XL-sp,,35,243
843,0.022670190030575608,GPT2-XL-sp,,36,243
846,0.02218890544529582,GPT2-XL-sp,,37,243
849,0.021835276943547297,GPT2-XL-sp,,38,243
852,0.020517520422928027,GPT2-XL-sp,,39,243
855,0.020065763892020198,GPT2-XL-sp,,40,243
858,0.01928544100192471,GPT2-XL-sp,,41,243
861,0.01911564899703769,GPT2-XL-sp,,42,243
864,0.01895720665390524,GPT2-XL-sp,,43,243
867,0.01839936026992797,GPT2-XL-sp,,44,243
870,0.017907976973059254,GPT2-XL-sp,,45,243
873,0.017435435631025686,GPT2-XL-sp,,46,243
876,0.016941225510412397,GPT2-XL-sp,,47,243
879,0.01772363822700669,GPT2-XL-sp,,48,243
