,perf,Model,Shuffled,layer_num,Exp
147,0.06922169936094595,GPT2-XL,,0,243
150,0.09265278783921767,GPT2-XL,,1,243
153,0.10287167966569562,GPT2-XL,,2,243
156,0.11147558873616657,GPT2-XL,,3,243
159,0.11795840624236159,GPT2-XL,,4,243
162,0.12011479693403872,GPT2-XL,,5,243
165,0.11681093088555618,GPT2-XL,,6,243
168,0.12061597500161719,GPT2-XL,,7,243
171,0.12425644372078004,GPT2-XL,,8,243
174,0.12354612442218797,GPT2-XL,,9,243
177,0.12378875170354618,GPT2-XL,,10,243
180,0.12816046020864155,GPT2-XL,,11,243
183,0.13278391192695033,GPT2-XL,,12,243
186,0.13448850078854788,GPT2-XL,,13,243
189,0.1427054719418126,GPT2-XL,,14,243
192,0.1455289860430586,GPT2-XL,,15,243
195,0.1454596824158337,GPT2-XL,,16,243
198,0.14346738044264581,GPT2-XL,,17,243
201,0.140086702636696,GPT2-XL,,18,243
204,0.13317812369252127,GPT2-XL,,19,243
207,0.13405131706670034,GPT2-XL,,20,243
210,0.13257370801512117,GPT2-XL,,21,243
213,0.12110704255225054,GPT2-XL,,22,243
216,0.11517424899773143,GPT2-XL,,23,243
219,0.10847151024664642,GPT2-XL,,24,243
222,0.104366629758331,GPT2-XL,,25,243
225,0.1032002254437527,GPT2-XL,,26,243
228,0.09975567016518548,GPT2-XL,,27,243
231,0.09292381935705052,GPT2-XL,,28,243
234,0.09029757504906437,GPT2-XL,,29,243
237,0.08116681856227342,GPT2-XL,,30,243
240,0.0751004480392334,GPT2-XL,,31,243
243,0.07195818151817503,GPT2-XL,,32,243
246,0.07017371871256314,GPT2-XL,,33,243
249,0.06693526752306778,GPT2-XL,,34,243
252,0.06412556413621766,GPT2-XL,,35,243
255,0.0635433425506368,GPT2-XL,,36,243
258,0.06432395152681379,GPT2-XL,,37,243
261,0.06608745309538147,GPT2-XL,,38,243
264,0.06650355012545832,GPT2-XL,,39,243
267,0.06510260953139113,GPT2-XL,,40,243
270,0.06467820366344064,GPT2-XL,,41,243
273,0.06327332476010962,GPT2-XL,,42,243
276,0.06217944636997432,GPT2-XL,,43,243
279,0.06252798637621078,GPT2-XL,,44,243
282,0.06243517957467806,GPT2-XL,,45,243
285,0.06174365333054226,GPT2-XL,,46,243
288,0.05995573629757239,GPT2-XL,,47,243
291,0.06827259130811399,GPT2-XL,,48,243
441,0.09607747777207432,GPT2-XL-mp,,0,243
444,0.0892818263245238,GPT2-XL-mp,,1,243
447,0.09378812255106195,GPT2-XL-mp,,2,243
450,0.09534451017438754,GPT2-XL-mp,,3,243
453,0.09694531768656028,GPT2-XL-mp,,4,243
456,0.09654585124545025,GPT2-XL-mp,,5,243
459,0.1019600687900472,GPT2-XL-mp,,6,243
462,0.10769192388444872,GPT2-XL-mp,,7,243
465,0.10848323156680091,GPT2-XL-mp,,8,243
468,0.10888936052537133,GPT2-XL-mp,,9,243
471,0.10896144848701288,GPT2-XL-mp,,10,243
474,0.1136933693962653,GPT2-XL-mp,,11,243
477,0.1196631234309623,GPT2-XL-mp,,12,243
480,0.12619098629710204,GPT2-XL-mp,,13,243
483,0.1274810552343204,GPT2-XL-mp,,14,243
486,0.12953981188903133,GPT2-XL-mp,,15,243
489,0.13035321718348075,GPT2-XL-mp,,16,243
492,0.1282075491989884,GPT2-XL-mp,,17,243
495,0.125957875894706,GPT2-XL-mp,,18,243
498,0.12598174464162593,GPT2-XL-mp,,19,243
501,0.12382703180419592,GPT2-XL-mp,,20,243
504,0.12304823481754112,GPT2-XL-mp,,21,243
507,0.11982354083539694,GPT2-XL-mp,,22,243
510,0.12028316702293575,GPT2-XL-mp,,23,243
513,0.11729445383465313,GPT2-XL-mp,,24,243
516,0.11524776239772287,GPT2-XL-mp,,25,243
519,0.11465513468654583,GPT2-XL-mp,,26,243
522,0.1139111480244226,GPT2-XL-mp,,27,243
525,0.1137916559828564,GPT2-XL-mp,,28,243
528,0.11553122339179689,GPT2-XL-mp,,29,243
531,0.11202407922992626,GPT2-XL-mp,,30,243
534,0.11090867557897928,GPT2-XL-mp,,31,243
537,0.10739758104782719,GPT2-XL-mp,,32,243
540,0.10624120787346476,GPT2-XL-mp,,33,243
543,0.10502739177306347,GPT2-XL-mp,,34,243
546,0.10262148379716905,GPT2-XL-mp,,35,243
549,0.09798818753506466,GPT2-XL-mp,,36,243
552,0.09575300339442826,GPT2-XL-mp,,37,243
555,0.09446416382053506,GPT2-XL-mp,,38,243
558,0.09110158154378294,GPT2-XL-mp,,39,243
561,0.08946374510373138,GPT2-XL-mp,,40,243
564,0.08602333457117113,GPT2-XL-mp,,41,243
567,0.08567016889504737,GPT2-XL-mp,,42,243
570,0.08485201754761705,GPT2-XL-mp,,43,243
573,0.08288722959729396,GPT2-XL-mp,,44,243
576,0.08092039187480682,GPT2-XL-mp,,45,243
579,0.07918350500579364,GPT2-XL-mp,,46,243
582,0.07803856758726276,GPT2-XL-mp,,47,243
585,0.09036017026867967,GPT2-XL-mp,,48,243
735,0.1434168054846416,GPT2-XL-sp,,0,243
738,0.1279601029321273,GPT2-XL-sp,,1,243
741,0.13901084445213227,GPT2-XL-sp,,2,243
744,0.1418209137133612,GPT2-XL-sp,,3,243
747,0.14102230813222336,GPT2-XL-sp,,4,243
750,0.14162778354214653,GPT2-XL-sp,,5,243
753,0.14515805012095703,GPT2-XL-sp,,6,243
756,0.14937604385087197,GPT2-XL-sp,,7,243
