,fe,subject,pval,pval_orig,shuffled,network
41,-lt,3,0.44811023097825475,0.20075916054925697,shuffled,language
42,-lt,3,0.44811023097825475,0.22405511548912738,shuffled,language
43,-lt,3,0.44811023097825475,0.13224578313536256,shuffled,language
44,-lt,3,0.9976224305595609,0.9976224305595609,shuffled,language
45,-lt,3,0.9976224305595609,0.9970351446545228,shuffled,language
46,-lt,4,0.9985603294183798,0.9985603294183798,shuffled,language
47,-lt,4,0.9985603294183798,0.9656309677472826,shuffled,language
48,-lt,4,0.9985603294183798,0.7210035215868356,shuffled,language
49,-sp,0,0.0013716662413799884,0.0003429165603449971,shuffled,language
50,-sp,0,0.013435188881297066,0.006717594440648533,shuffled,language
51,-sp,0,0.0029619326258069727,0.0009873108752689909,shuffled,language
52,-sp,0,0.0005871961478433182,4.893301232027652e-05,shuffled,language
53,-sp,0,0.006837196086883617,0.002848831702868174,shuffled,language
54,-sp,0,0.04750796157324233,0.04354896477547214,shuffled,language
55,-sp,0,0.027242915032302854,0.01816194335486857,shuffled,language
56,-sp,0,0.034209740389202686,0.025657305291902015,shuffled,language
57,-sp,0,0.03578684753261515,0.02982237294384596,shuffled,language
58,-sp,0,0.001285038049015487,0.00021417300816924784,shuffled,language
59,-sp,0,0.01499598817774819,0.00874765977035311,shuffled,language
60,-sp,0,0.12066977054381353,0.12066977054381353,shuffled,language
61,-sp,1,0.4148410161500974,0.1432788784780668,shuffled,language
62,-sp,1,0.4148410161500974,0.06571941559524178,shuffled,language
63,-sp,1,0.9971185536091065,0.9971185536091065,shuffled,language
64,-sp,1,0.43890181943498713,0.2926012129566581,shuffled,language
65,-sp,1,0.9971185536091065,0.9893749602861538,shuffled,language
66,-sp,1,0.7957867996531396,0.5968400997398547,shuffled,language
67,-sp,1,0.43890181943498713,0.2688575359867297,shuffled,language
68,-sp,1,0.4148410161500974,0.2074205080750487,shuffled,language
69,-sp,1,0.4148410161500974,0.09282767687165684,shuffled,language
70,-sp,1,0.4148410161500974,0.1353856965075984,shuffled,language
71,-sp,1,0.4148410161500974,0.17796319507782632,shuffled,language
72,-sp,1,0.9971185536091065,0.9106968070837306,shuffled,language
73,-sp,2,0.0007314852964062604,7.314852964062603e-05,shuffled,language
74,-sp,2,0.20943432099072978,0.16754745679258382,shuffled,language
75,-sp,2,0.01269610221783333,0.003808830665349999,shuffled,language
76,-sp,2,0.16816809636531613,0.10090085781918967,shuffled,language
77,-sp,2,0.16816809636531613,0.09684639987722056,shuffled,language
78,-sp,2,0.05827921222518333,0.02331168489007333,shuffled,language
79,-sp,2,0.01269610221783333,0.0028864529719479374,shuffled,language
80,-sp,2,0.21019558307846298,0.18917602477061668,shuffled,language
81,-sp,2,0.19405629693397364,0.13583940785378154,shuffled,language
82,-sp,2,0.9949072755406021,0.9949072755406021,shuffled,language
83,-sp,3,0.9313438461695089,0.891443462055491,shuffled,language
84,-sp,3,0.5305716609893545,0.26528583049467724,shuffled,language
85,-sp,3,0.062091841021480035,0.020697280340493344,shuffled,language
86,-sp,3,0.9313438461695089,0.9313438461695089,shuffled,language
87,-sp,3,0.062091841021480035,0.011373627653318815,shuffled,language
88,-sp,3,0.062091841021480035,0.011376929271842029,shuffled,language
89,-sp,3,0.517602456283261,0.2156676901180254,shuffled,language
90,-sp,3,0.062091841021480035,0.019638068387611694,shuffled,language
91,-sp,3,0.7036026622526957,0.46906844150179716,shuffled,language
92,-sp,3,0.647649179779478,0.3777953548713622,shuffled,language
93,-sp,3,0.9313438461695089,0.7310633690394923,shuffled,language
94,-sp,3,0.9313438461695089,0.7967183957144799,shuffled,language
95,-sp,4,0.17456419314581376,0.11637612876387583,shuffled,language
96,-sp,4,0.972784977835921,0.972784977835921,shuffled,language
97,-sp,4,0.015451740291804423,0.005150580097268141,shuffled,language
98,-mp,0,0.0003165585016530897,4.3411228235682376e-05,shuffled,language
99,-mp,0,0.006375244943845307,0.0037188928839097628,shuffled,language
100,-mp,0,0.0029616856352186805,0.0011718870328273842,shuffled,language
101,-mp,0,0.0003165585016530897,5.275975027551495e-05,shuffled,language
102,-mp,0,0.004350680425507254,0.002175340212753627,shuffled,language
103,-mp,0,0.036169514371403255,0.03014126197616938,shuffled,language
104,-mp,0,0.01432473382389032,0.009549822549260213,shuffled,language
105,-mp,0,0.046380237230579636,0.04251521746136467,shuffled,language
106,-mp,0,0.015450652354598578,0.011587989265948935,shuffled,language
107,-mp,0,0.0029616856352186805,0.0011858798595016074,shuffled,language
108,-mp,0,0.0029616856352186805,0.0012340356813411169,shuffled,language
109,-mp,0,0.11234961966157324,0.11234961966157324,shuffled,language
110,-mp,1,0.35879217123090695,0.23919478082060464,shuffled,language
111,-mp,1,0.145645940484412,0.021347616686156007,shuffled,language
112,-mp,1,0.9722093222442653,0.9572946096517363,shuffled,language
113,-mp,1,0.145645940484412,0.036411485121103,shuffled,language
114,-mp,1,0.9722093222442653,0.9722093222442653,shuffled,language
115,-mp,1,0.9140498553920194,0.6855373915440146,shuffled,language
116,-mp,1,0.17896512043064264,0.07677542130004375,shuffled,language
117,-mp,1,0.17896512043064264,0.08948256021532132,shuffled,language
118,-mp,1,0.145645940484412,0.02598473482836039,shuffled,language
119,-mp,1,0.2667066314338132,0.15557886833639104,shuffled,language
120,-mp,1,0.17896512043064264,0.06820047687466615,shuffled,language
121,-mp,1,0.9722093222442653,0.9535066919714583,shuffled,language
122,-mp,2,0.004646091641555735,0.0004646091641555735,shuffled,language
123,-mp,2,0.19965062171450054,0.15972049737160043,shuffled,language
124,-mp,2,0.0060379800029497065,0.0012075960005899413,shuffled,language
125,-mp,2,0.17580899725375115,0.11797065049396437,shuffled,language
126,-mp,2,0.07509723061020453,0.03754861530510226,shuffled,language
127,-mp,2,0.015506400132846198,0.004651920039853859,shuffled,language
128,-mp,2,0.02097826891683219,0.008391307566732877,shuffled,language
129,-mp,2,0.36011806852043143,0.3241062616683883,shuffled,language
130,-mp,2,0.17580899725375115,0.12306629807762581,shuffled,language
131,-mp,2,0.91945195181456,0.91945195181456,shuffled,language
132,-mp,3,0.9737861825265541,0.9208734724397296,shuffled,language
133,-mp,3,0.6014951103756058,0.35087214771910336,shuffled,language
134,-mp,3,0.014039600600949623,0.001169966716745802,shuffled,language
135,-mp,3,0.9737861825265541,0.9737861825265541,shuffled,language
136,-mp,3,0.04038211902415685,0.006751188691830414,shuffled,language
137,-mp,3,0.04038211902415685,0.010095529756039213,shuffled,language
138,-mp,3,0.47293528380446714,0.2110405991613104,shuffled,language
139,-mp,3,0.051046081612662296,0.0170153605375541,shuffled,language
140,-mp,3,0.6571408394219769,0.43809389294798456,shuffled,language
141,-mp,3,0.47293528380446714,0.23646764190223357,shuffled,language
142,-mp,3,0.9737861825265541,0.8553493568640222,shuffled,language
143,-mp,3,0.9737861825265541,0.7706842893428283,shuffled,language
144,-mp,4,0.3495508733681586,0.2330339155787724,shuffled,language
145,-mp,4,0.7394852268386309,0.7394852268386309,shuffled,language
146,-mp,4,0.009720425001793898,0.0032401416672646326,shuffled,language
147,-lt,0,0.42806980755202517,0.058063564201576455,contig,language
148,-lt,0,0.9002626014239966,0.6309487013299642,contig,language
149,-lt,0,0.9002626014239966,0.5433090400011548,contig,language
150,-lt,0,0.4556227832622642,0.11390569581556605,contig,language
151,-lt,0,0.9002626014239966,0.5257179752663389,contig,language
152,-lt,0,0.9002626014239966,0.5256620115832856,contig,language
153,-lt,0,0.9002626014239966,0.8624716382825894,contig,language
154,-lt,0,0.9002626014239966,0.8925518951214275,contig,language
155,-lt,0,0.9002626014239966,0.7523006277127324,contig,language
156,-lt,0,0.8999338117777904,0.29997793725926347,contig,language
157,-lt,0,0.42806980755202517,0.07134496792533752,contig,language
158,-lt,0,0.9002626014239966,0.9002626014239966,contig,language
159,-lt,1,0.9996612831387566,0.995175396249572,contig,language
160,-lt,1,0.9996612831387566,0.9978260797406039,contig,language
161,-lt,1,0.9996612831387566,0.8777936001699783,contig,language
162,-lt,1,0.9996612831387566,0.7633223659784925,contig,language
163,-lt,1,0.9996612831387566,0.9596670545240131,contig,language
164,-lt,1,0.9996612831387566,0.9996612831387566,contig,language
165,-lt,1,0.9996612831387566,0.8818953902101692,contig,language
166,-lt,1,0.9996612831387566,0.5161792685479482,contig,language
167,-lt,1,0.9996612831387566,0.32171600822629276,contig,language
168,-lt,1,0.9996612831387566,0.7952149604119922,contig,language
169,-lt,1,0.9996612831387566,0.9519443583962055,contig,language
170,-lt,1,0.9996612831387566,0.978607281120427,contig,language
171,-lt,2,0.9990589047194223,0.26148714382913485,contig,language
172,-lt,2,0.9990589047194223,0.4598790781458866,contig,language
173,-lt,2,0.9990589047194223,0.8195283499379514,contig,language
174,-lt,2,0.9990589047194223,0.9930342614277136,contig,language
175,-lt,2,0.9990589047194223,0.9990589047194223,contig,language
176,-lt,2,0.9990589047194223,0.8045956422587386,contig,language
177,-lt,2,0.9990589047194223,0.940393310075903,contig,language
178,-lt,2,0.9990589047194223,0.8994006311002347,contig,language
179,-lt,2,0.9990589047194223,0.8887631045640864,contig,language
180,-lt,2,0.9990589047194223,0.9939673298119025,contig,language
181,-lt,3,0.998853937294782,0.8286369754931109,contig,language
182,-lt,3,0.28671085434370835,0.023892571195309027,contig,language
183,-lt,3,0.998853937294782,0.40905126770379546,contig,language
184,-lt,3,0.998853937294782,0.23904224624212955,contig,language
185,-lt,3,0.998853937294782,0.8006068666605037,contig,language
186,-lt,3,0.998853937294782,0.989582386938474,contig,language
187,-lt,3,0.998853937294782,0.9653852092687418,contig,language
188,-lt,3,0.998853937294782,0.9945171507726366,contig,language
189,-lt,3,0.998853937294782,0.998853937294782,contig,language
190,-lt,3,0.998853937294782,0.9768378321083515,contig,language
191,-lt,3,0.998853937294782,0.9649772305384908,contig,language
192,-lt,3,0.998853937294782,0.9410636211661592,contig,language
193,-lt,4,0.8939799137765654,0.8939799137765654,contig,language
194,-lt,4,0.8939799137765654,0.7878628351170922,contig,language
195,-lt,4,0.8939799137765654,0.7781263772124141,contig,language
196,-sp,0,0.1048779019357633,0.025759042276638264,contig,language
197,-sp,0,0.9896858563505736,0.8241946078880162,contig,language
198,-sp,0,0.6522627448702475,0.38048660117431105,contig,language
199,-sp,0,0.9340451883855347,0.6226967922570231,contig,language
200,-sp,0,0.1048779019357633,0.02956855005234849,contig,language
201,-sp,0,0.1048779019357633,0.02051610249405627,contig,language
202,-sp,0,0.9896858563505736,0.9896858563505736,contig,language
203,-sp,0,0.9896858563505736,0.9794955460700137,contig,language
204,-sp,0,0.6096303213448675,0.2892895640889109,contig,language
205,-sp,0,0.1048779019357633,0.03495930064525443,contig,language
206,-sp,0,0.6096303213448675,0.30481516067243375,contig,language
207,-sp,0,0.9896858563505736,0.8305102446137425,contig,language
208,-sp,1,0.9972483859128197,0.9930578289639457,contig,language
209,-sp,1,0.9972483859128197,0.9540816607698515,contig,language
210,-sp,1,0.9972483859128197,0.9782095453640897,contig,language
211,-sp,1,0.9972483859128197,0.9847479568595043,contig,language
212,-sp,1,0.9972483859128197,0.40580938675668404,contig,language
213,-sp,1,0.9972483859128197,0.9688352166196337,contig,language
214,-sp,1,0.9972483859128197,0.9972483859128197,contig,language
215,-sp,1,0.9972483859128197,0.8953879681859501,contig,language
216,-sp,1,0.9696278367970049,0.08080231973308374,contig,language
217,-sp,1,0.9972483859128197,0.5097620659476871,contig,language
218,-sp,1,0.9972483859128197,0.9948171586765318,contig,language
219,-sp,1,0.9972483859128197,0.9157830897048649,contig,language
220,-sp,2,0.09418451368334174,0.018836902736668347,contig,language
221,-sp,2,0.9999713901900007,0.9127315781251041,contig,language
222,-sp,2,0.9999713901900007,0.9219838293466549,contig,language
223,-sp,2,0.9999713901900007,0.9855617104758914,contig,language
224,-sp,2,0.9999713901900007,0.9999713901900007,contig,language
225,-sp,2,0.9999713901900007,0.9641109924131382,contig,language
226,-sp,2,0.09418451368334174,0.010706663617604955,contig,language
227,-sp,2,0.9999713901900007,0.988604807993333,contig,language
228,-sp,2,0.9999713901900007,0.9687002833826194,contig,language
229,-sp,2,0.9999713901900007,0.9846540269801355,contig,language
230,-sp,3,0.999913811385529,0.7411104954859171,contig,language
231,-sp,3,0.08823880868188903,0.007353234056824086,contig,language
232,-sp,3,0.7495556203924436,0.1873889050981109,contig,language
233,-sp,3,0.629002636306039,0.10483377271767318,contig,language
234,-sp,3,0.999913811385529,0.9819147646143824,contig,language
235,-sp,3,0.999913811385529,0.9471412090304403,contig,language
236,-sp,3,0.999913811385529,0.9987648653982861,contig,language
237,-sp,3,0.999913811385529,0.9632825215778228,contig,language
238,-sp,3,0.999913811385529,0.7893360831648035,contig,language
239,-sp,3,0.999913811385529,0.999913811385529,contig,language
240,-sp,3,0.999913811385529,0.4656981251475388,contig,language
241,-sp,3,0.999913811385529,0.7596545555882459,contig,language
242,-sp,4,0.9992505305808581,0.9982849642771878,contig,language
243,-sp,4,0.9992505305808581,0.9992505305808581,contig,language
244,-sp,4,0.9992505305808581,0.9963085044768282,contig,language
245,-mp,0,0.15938472476012366,0.013282060396676973,contig,language
246,-mp,0,0.9915390686725556,0.9905533287625892,contig,language
247,-mp,0,0.23150054004597667,0.1373916959702133,contig,language
248,-mp,0,0.17201991389747562,0.057339971299158535,contig,language
249,-mp,0,0.16864751386201224,0.03418176490828855,contig,language
250,-mp,0,0.16864751386201224,0.04216187846550306,contig,language
251,-mp,0,0.9915390686725556,0.9915390686725556,contig,language
252,-mp,0,0.9915390686725556,0.7976062763083753,contig,language
253,-mp,0,0.21066193555702287,0.10533096777851143,contig,language
254,-mp,0,0.18992772692379142,0.0791365528849131,contig,language
255,-mp,0,0.23150054004597667,0.15433369336398445,contig,language
256,-mp,0,0.9915390686725556,0.9481890735117819,contig,language
257,-mp,1,0.9998178812725664,0.9800267121685122,contig,language
258,-mp,1,0.9998178812725664,0.9406936936499448,contig,language
259,-mp,1,0.9998178812725664,0.9998178812725664,contig,language
260,-mp,1,0.9998178812725664,0.6656638396245065,contig,language
261,-mp,1,0.9998178812725664,0.5051274819043232,contig,language
262,-mp,1,0.9998178812725664,0.9435356500014541,contig,language
263,-mp,1,0.9998178812725664,0.9319344944788888,contig,language
264,-mp,1,0.9998178812725664,0.8979815498002746,contig,language
265,-mp,1,0.9998178812725664,0.13730791196030587,contig,language
266,-mp,1,0.9998178812725664,0.7628126724615478,contig,language
267,-mp,1,0.9998178812725664,0.9855658268797808,contig,language
268,-mp,1,0.9998178812725664,0.7861929156111918,contig,language
269,-mp,2,0.2716879476862239,0.02716879476862239,contig,language
270,-mp,2,0.9819979039864724,0.2945993711959417,contig,language
271,-mp,2,0.9999850861526983,0.8631287900024686,contig,language
272,-mp,2,0.9999850861526983,0.9980542200381814,contig,language
273,-mp,2,0.9999850861526983,0.9999850861526983,contig,language
274,-mp,2,0.9999850861526983,0.9585634845219242,contig,language
275,-mp,2,0.3424119404485553,0.06848238808971105,contig,language
276,-mp,2,0.9999850861526983,0.9961796901180684,contig,language
277,-mp,2,0.9999850861526983,0.981742434039171,contig,language
278,-mp,2,0.9999850861526983,0.9966007829817224,contig,language
279,-mp,3,0.9999655067830197,0.8289951827494233,contig,language
280,-mp,3,0.3338826053724112,0.03794218563436452,contig,language
281,-mp,3,0.3338826053724112,0.05564710089540187,contig,language
282,-mp,3,0.9808431427245181,0.24521078568112953,contig,language
283,-mp,3,0.9999655067830197,0.820954331963161,contig,language
284,-mp,3,0.9999655067830197,0.4668649877109694,contig,language
285,-mp,3,0.9999655067830197,0.9951370795563098,contig,language
286,-mp,3,0.9999655067830197,0.937663170896143,contig,language
287,-mp,3,0.9999655067830197,0.9902083392292602,contig,language
288,-mp,3,0.9999655067830197,0.9999655067830197,contig,language
289,-mp,3,0.9999655067830197,0.648898488167944,contig,language
290,-mp,3,0.9999655067830197,0.8138501985444244,contig,language
291,-mp,4,0.9966152433141001,0.9120945845545707,contig,language
292,-mp,4,0.9966152433141001,0.9966152433141001,contig,language
293,-mp,4,0.9966152433141001,0.9885784576307188,contig,language
